"연령대별(1)",2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024
"연령대별(1)",총계,1종,1종,1종,1종,1종,1종,1종,2종,2종,2종,2종
"연령대별(1)",소계,소계,대형,보통,소형,대형 견인,소형 견인,구난,소계,보통,소형,원자
"계",34707289,21073706,2615397,18449435,8,3057,4694,1115,13633583,13409225,15074,209284
"16세",1766,0,0,0,0,0,0,0,1766,0,0,1766
"17세",4224,0,0,0,0,0,0,0,4224,0,0,4224
"18세",51075,28832,0,28832,0,0,0,0,22243,19755,301,2187
"19세",176345,84550,708,83839,0,1,2,0,91795,90028,310,1457
"20세",240255,109887,3200,106662,0,4,10,11,130368,128541,350,1477
"21세",293877,134938,7530,127391,0,4,9,4,158939,157301,335,1303
"22세",327696,147273,11592,135640,0,16,5,20,180423,178896,351,1176
"23세",400802,169265,14532,154666,0,28,7,32,231537,229539,440,1558
"24세",481526,196530,18178,178263,0,33,15,41,284996,282528,501,1967
"25세",484931,195467,19615,175745,0,39,25,43,289464,287311,463,1690
"26세",517728,209541,21812,187592,0,55,40,42,308187,306075,480,1632
"27세",559473,232302,24188,207962,0,61,35,56,327171,325152,499,1520
"28세",584589,248664,25643,222842,0,55,56,68,335925,333861,472,1592
"29세",617157,272218,28339,243722,0,61,50,46,344939,342901,472,1566
"30세",633254,286840,30462,256190,0,59,75,54,346414,344535,411,1468
"31세",640326,301929,31751,270010,0,55,83,30,338397,336758,384,1255
"32세",661958,326982,33645,293169,0,35,98,35,334976,333393,377,1206
"33세",649695,326827,33752,292875,0,41,118,41,322868,321422,334,1112
"34세",603149,312135,31185,280760,0,44,117,29,291014,289693,283,1038
"35세",599310,314636,30659,283780,0,38,128,31,284674,283375,238,1061
"36세",598645,325473,30192,295075,0,37,144,25,273172,271868,209,1095
"37세",594319,330118,30252,299657,0,43,144,22,264201,262875,209,1117
"38세",602951,349606,32161,317232,0,28,163,22,253345,251891,218,1236
"39세",623246,376384,35370,340774,0,33,185,22,246862,245427,212,1223
"40세",631607,394565,36568,357744,0,35,190,28,237042,235508,195,1339
"41세",710371,461502,44818,416420,0,43,196,25,248869,247305,221,1343
"42세",777267,517336,51404,465676,0,42,199,15,259931,258204,217,1510
"43세",790146,536309,54350,481687,0,41,208,23,253837,252232,217,1388
"44세",785102,537918,56155,481509,0,47,182,25,247184,245588,231,1365
"45세",776589,531936,57712,473976,0,57,170,21,244653,243095,235,1323
"46세",676524,466402,53969,412224,0,46,143,20,210122,208675,170,1277
"47세",724305,495108,58098,436768,0,59,163,20,229197,227744,202,1251
"48세",707596,483929,58847,424835,0,72,160,15,223667,222279,147,1241
"49세",727165,494502,61823,432470,0,63,130,16,232663,231236,179,1248
"50세",784903,535211,69455,465539,0,91,109,17,249692,248077,202,1413
"51세",811203,549707,72522,476948,0,99,122,16,261496,259872,176,1448
"52세",809580,549221,73558,475436,0,101,111,15,260359,258605,168,1586
"53세",846804,575118,79172,495735,0,93,101,17,271686,269857,170,1659
"54세",818298,556167,77394,478556,0,91,103,23,262131,260104,187,1840
"55세",813462,552988,78415,474374,0,90,101,8,260474,258358,186,1930
"56세",805749,550367,79562,470605,0,100,88,12,255382,252930,195,2257
"57세",739418,502163,73250,428712,0,106,83,12,237255,234758,184,2313
"58세",693110,479533,73413,405939,0,92,71,18,213577,210794,191,2592
"59세",713198,483674,72491,411035,0,78,57,13,229524,226456,193,2875
"60세",689943,466753,70332,396269,0,88,52,12,223190,219959,179,3052
"61세",649577,436976,66500,370343,0,67,60,6,212601,209157,200,3244
"62세",703373,475582,72958,402469,0,96,49,10,227791,223563,227,4001
"63세",708184,476138,73088,402917,0,68,57,8,232046,227115,223,4708
"64세",699132,466451,71364,394960,0,78,44,5,232681,227247,253,5181
"65세",630212,419449,63189,356146,0,59,47,8,210763,205421,207,5135
"66세",563845,374548,56800,317651,0,56,34,7,189297,184201,183,4913
